household_key,category_total,quantity_average,quantity_min,quantity_max,sales_average,sales_total,sales_min,sales_max,coupon_total,coupon_average,coupon_min,coupon_max,num_national_average,num_national_min,num_national_max,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,PAlive,clv,cluster
321,32,38.38333333333333,1,191,97.44283333333333,5846.57,796.1599999999997,1.99,-87.84,-1.464,-10.09,0,22.416666666666668,0,118,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9898595751623481,2874.443182276716,4
324,34,41.5,1,265,111.03609375000002,7106.310000000001,450.9100000000005,0.88,-44.05,-0.68828125,-7.75,0,26.96875,0,207,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,1,7036.640294117643,1
325,29,25,1,103,51.59740740740741,2786.2599999999998,253.34000000000006,0.5,-34.59,-0.6405555555555555,-7.5,0,14.38888888888889,0,60,35-44,A,75-99K,Homeowner,2 Adults Kids,4,2,0.9981105723295961,2320.501711245508,2
329,33,25.78688524590164,1,209,49.61819672131147,3026.71,288.03999999999996,0.79,0,0,0,0,19.81967213114754,0,176,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,0.9994113119589744,2830.413324990847,2
332,33,44.36923076923077,1,261,84.83876923076923,5514.52,466.22000000000014,0.59,-4.5,-0.06923076923076923,-2.5,0,19.861538461538462,0,109,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,0.9996578471562836,5279.806014227473,4
334,30,46.6271186440678,1,257,79.63745762711865,4698.610000000001,330.6,2.59,-79.29,-1.3438983050847457,-25.45,0,29.152542372881356,1,205,45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000001545,4652.5451961503295,4
346,28,44.471698113207545,0,194,100.89452830188681,5347.410000000001,891.9700000000006,-2,-4,-0.07547169811320754,-2,0,20.81132075471698,0,148,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9994694582075999,5028.216511695632,4
350,33,14.254237288135593,1,89,40.28372881355932,2376.74,192.10000000000002,1,-4.1,-0.06949152542372881,-3,0,9.830508474576272,1,37,45-54,A,50-74K,Homeowner,1 Adult Kids,4,2,0.9999334402016155,2337.877760214221,2
351,31,48.62903225806452,1,288,121.75403225806453,7548.750000000001,939.9699999999993,0.99,-15.49,-0.24983870967741936,-4.99,0,27.35483870967742,1,132,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0.999809745936073,7335.1877197242975,1
353,34,25,1,189,61.15645161290323,3791.7000000000003,388.3400000000002,1.29,-7.5,-0.12096774193548387,-2,0,14.451612903225806,0,143,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9975792559134766,3022.7870765503735,2
354,34,57.507462686567166,1,278,128.10044776119403,8582.730000000001,413.5100000000002,1.99,-126.60000000000001,-1.8895522388059702,-22.03,0,39.865671641791046,0,175,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,0.9998366651104074,8362.004873949327,1
358,32,74.11111111111111,1,433,202.05095238095248,12729.210000000006,1238.5500000000015,0.59,-9.32,-0.14793650793650795,-5,0,45.03174603174603,1,274,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999999999999801,12604.413823278639,3
361,34,72.26470588235294,1,440,127.93161764705883,8699.35,672.45,3.49,-20.89,-0.30720588235294116,-3.99,0,41.529411764705884,0,270,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1.0000000000000284,8614.062254926437,1
362,25,28,1,111,59.580000000000005,2800.26,208.70999999999992,1.79,-20.18,-0.42936170212765956,-8.75,0,17.085106382978722,0,96,65+,U,50-74K,Unknown,Single Male,1,None/Unknown,0.9995651246701822,2657.2492559301636,2
367,34,58.828125,1,539,107.780625,6897.96,570.2899999999997,1.79,-254.78,-3.9809375,-48.83,0,31.140625,0,172,55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9997661125610708,6674.231060226678,1
370,33,22.4,1,95,42.55366666666667,2553.2200000000003,194.75000000000003,1.5,-7.03,-0.11716666666666667,-4.19,0,12.366666666666667,0,61,65+,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1.5450112057838946e-11,25.031568627833895,2
371,34,104.13235294117646,1,704,230.41779411764716,15668.410000000005,1018.860000000001,2,-18.15,-0.26691176470588235,-2,0,57.61764705882353,0,385,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1.0000000000001563,15514.798137497419,3
377,32,25.0327868852459,1,169,51.90901639344262,3166.45,346.4800000000001,0.99,0,0,0,0,12.819672131147541,0,87,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000853,3135.406372575751,2
378,29,29.30909090909091,1,141,79.5887272727273,4377.380000000001,1038.8900000000008,0.79,-19.04,-0.3461818181818182,-4.6899999999999995,0,20.054545454545455,0,120,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,0.9996016867520655,4168.430404484028,4
381,31,21.5,1,109,50.74283333333334,3044.57,246.52000000000004,1.79,-23.25,-0.3875,-6.5,0,11.016666666666667,0,34,25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,0.9983551676380625,2588.8919486413397,2
383,32,41.492063492063494,1,320,84.42904761904764,5319.030000000002,560.6600000000003,-3.3600000000000003,-25.650000000000002,-0.40714285714285714,-7.95,0,22.936507936507937,0,259,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.986575188423635,2248.4204963138177,4
385,30,21.03448275862069,1,120,48.217413793103454,2796.61,227.14000000000004,0.74,-6.6,-0.11379310344827585,-2.55,0,9.10344827586207,0,69,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0.999164766252706,2555.7291328334654,2
386,33,50.40625,1,251,68.0146875,4352.94,321.97999999999996,0,-36.84,-0.575625,-5.99,0,26.984375,0,146,35-44,B,25-34K,Probable Owner,Single Female,1,None/Unknown,0.9999272108083975,4279.116772582171,4
387,32,30.491803278688526,1,118,93.08737704918035,5678.330000000001,610.9400000000004,2.59,-26.9,-0.44098360655737706,-4,0,20.57377049180328,1,92,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,0.9990863741780907,5151.96341691649,4
389,34,86.72727272727273,1,541,206.20287878787883,13609.390000000003,899.7700000000001,1.94,-95.46,-1.4463636363636363,-11.69,0,48.74242424242424,0,344,35-44,U,150-174K,Probable Owner,Single Female,1,None/Unknown,0.999921958570771,13371.610647242731,3
390,31,12.981481481481481,1,69,33.239074074074075,1794.91,171.50000000000006,0.6900000000000001,-2.5,-0.046296296296296294,-2.5,0,7.907407407407407,0,42,45-54,B,25-34K,Renter,Single Female,1,None/Unknown,0.99984928835771,1750.9243743390361,2
391,31,14.19047619047619,1,121,33.59142857142857,1410.8400000000001,205.14000000000001,1.67,-1.8,-0.04285714285714286,-1,0,8.214285714285714,0,50,65+,B,25-34K,Unknown,Single Female,1,None/Unknown,0.5632611876950443,31.271252839802134,2
392,32,54.20967741935484,1,317,184.59096774193554,11444.640000000003,840.3900000000003,2.49,-1.75,-0.028225806451612902,-1.4,0,45.5,1,254,35-44,A,250K+,Homeowner,2 Adults Kids,3,1,0.999850503014417,11165.516540530205,3
395,26,10.431818181818182,1,61,19.838863636363637,872.91,87.62,0.67,0,0,0,0,5.2727272727272725,0,33,35-44,U,25-34K,Unknown,Single Male,1,None/Unknown,0.9999342296140874,858.704327324235,2
400,33,83.59375,1,471,252.8734375000001,16183.900000000007,1448.1500000000012,2.46,-108.97,-1.70265625,-53.22,0,50.640625,0,270,35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,1.0000000000001918,16025.234314032923,3
404,32,31.64516129032258,1,164,92.39048387096777,5728.210000000001,983.6300000000007,1.79,-0.55,-0.008870967741935484,-0.55,0,21.14516129032258,0,113,25-34,A,25-34K,Unknown,Unknown,2,None/Unknown,0.9998272486277237,5575.729584711298,4
409,32,34.868852459016395,1,264,62.57803278688524,3817.2599999999998,266.9399999999997,1.07,-100.87,-1.6536065573770493,-11.3,0,21.016393442622952,0,146,19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,0.999851039833845,3724.3577868775596,4
410,29,14.857142857142858,1,72,23.353673469387758,1144.3300000000002,245.07000000000005,0.99,-4.09,-0.08346938775510204,-2.5,0,6.775510204081633,1,52,55-64,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1.0000000000000426,1133.1110784362024,2
411,33,41.23809523809524,1,197,99.65396825396826,6278.200000000001,517.6600000000003,4.88,-22.09,-0.35063492063492063,-17.5,0,15.619047619047619,0,98,35-44,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,0.9992867256010611,5802.753470240235,4
412,30,25.29824561403509,1,148,40.92807017543859,2332.9,189.97999999999996,1,-16.93,-0.2970175438596491,-6.98,0,17.92982456140351,0,104,65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,0.9999999999999716,2310.0284313659813,2
413,30,41.12,1,187,92.13199999999999,4606.5999999999995,451.32999999999976,0.8,-4.55,-0.091,-2,0,18.48,0,116,45-54,U,100-124K,Unknown,Unknown,1,None/Unknown,0.9965779086892441,3398.454942149454,4
417,33,25.045454545454547,1,136,45.62560606060607,3011.2900000000004,271.79000000000013,1.5,-5.6,-0.08484848484848485,-3.5,0,11.909090909090908,0,110,45-54,A,35-49K,Unknown,Single Female,2,None/Unknown,0.999118456097558,2740.2063307858816,2
418,34,41.523809523809526,1,514,96.83555555555557,6100.640000000001,699.9600000000003,2.5,-8,-0.12698412698412698,-2.25,0,22.396825396825395,0,231,35-44,U,35-49K,Unknown,2 Adults Kids,3,1,1.0000000000000995,6040.829803981656,4
426,30,44.06896551724138,0,225,93.50758620689655,5423.4400000000005,398.64000000000004,-7.25,-45.25,-0.7801724137931034,-7.25,0,24.310344827586206,0,185,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9999246964782704,5330.131254136107,4
428,29,36.44642857142857,1,272,59.91410714285714,3355.19,387.00999999999993,1.59,-2.25,-0.04017857142857143,-1.25,0,15.214285714285714,0,50,19-24,U,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,0.9945396308542392,2148.9111605741514,2
432,32,23.966666666666665,1,132,53.785333333333334,3227.1200000000003,285.9800000000001,0.99,-7.5,-0.125,-3,0,10.8,0,49,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,0.9999999999999503,3195.481568611555,2
434,32,31.716666666666665,1,146,62.84583333333333,3770.75,272.74,2.29,0,0,0,0,21.866666666666667,1,116,35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,0.9997536650228481,3644.0169788231506,4
437,34,32.4375,1,284,81.58437499999998,5221.399999999999,633.4699999999991,2,-152.65,-2.38515625,-45.94,0,20.921875,0,217,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0.9997800286424184,5058.927880542548,4
438,31,41,1,214,94.13782608695654,4330.340000000001,585.7300000000001,2.2,-87.2,-1.8956521739130434,-25.9,0,22.869565217391305,0,151,35-44,A,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,0.9993454916223354,4024.4800926369903,4
441,28,21.693877551020407,1,82,48.20530612244898,2362.06,189.11000000000004,1,-1.85,-0.03775510204081633,-1.5,0,11.551020408163266,0,52,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,0.9998532136361433,2305.0673042165204,2
442,34,21.15,1,173,44.74516666666667,2684.71,504.42000000000013,1,-15.540000000000001,-0.259,-4,0,13.416666666666666,0,115,25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1.0000000000001137,2658.38931375571,2
443,32,29.943396226415093,0,391,49.34735849056603,2615.41,354.70000000000005,-10,-27.8,-0.5245283018867924,-10,0,11.433962264150944,0,56,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000000142,2589.768725493874,2
451,29,16.375,1,91,41.97375,2014.74,266.5499999999999,1.47,-1.5,-0.03125,-1.5,0,10.1875,0,67,25-34,B,Under 15K,Renter,2 Adults No Kids,2,None/Unknown,0.9999999999999432,1994.9876470474817,2
454,33,77.96825396825396,1,381,129.17555555555558,8138.06,606.9999999999998,1.25,-37.97,-0.6026984126984127,-8.82,0,26.96825396825397,0,133,55-64,U,35-49K,Unknown,Single Male,1,None/Unknown,0.9999222084380538,7996.072401881479,1
456,32,33.25806451612903,1,107,100.79016129032259,6248.990000000001,526.8800000000002,1.17,-25.15,-0.4056451612903226,-6.9,0,20.016129032258064,0,70,19-24,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9986964555152013,5474.146096809056,4
458,31,17.446428571428573,0,108,27.805000000000003,1557.0800000000002,173.26000000000005,-9.280000000000001,-67.79,-1.2105357142857143,-17.759999999999998,0,7.321428571428571,0,47,55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown,0.9998446737537082,1518.232376204472,2
460,27,7.895833333333333,1,57,13.330416666666668,639.86,53.95,0.79,-5.15,-0.10729166666666667,-1.5,0,4.895833333333333,0,51,65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,0.99965218668818,612.2905812587194,2
462,30,13.038461538461538,1,64,28.829615384615387,1499.14,113.09,0.45,-2.5,-0.04807692307692308,-1.1,0,8.153846153846153,0,48,65+,U,100-124K,Unknown,Single Male,1,None/Unknown,0.9995467311567466,1420.0749748990527,2
464,31,35.26315789473684,1,149,55.9559649122807,3189.49,229.05,-5.01,-154.75,-2.7149122807017543,-18.300000000000004,0,15.543859649122806,0,70,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9998417702541762,3109.0264437998817,2
469,33,48.76923076923077,1,351,114.06138461538464,7413.990000000002,609.8100000000007,1.6,-79.28,-1.2196923076923076,-8.09,0,32.353846153846156,0,258,45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown,0.9958575722447479,5190.978487270731,4
473,31,25.072727272727274,1,118,47.369454545454545,2605.32,192.71,0.99,-5,-0.09090909090909091,-3,0,7.254545454545455,0,33,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0.999860739790949,2544.3450447754967,2
483,33,23.220338983050848,1,138,46.068474576271186,2718.04,186.38,0.99,-13.95,-0.2364406779661017,-5,0,8.94915254237288,0,56,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,0.9999332788267987,2673.5542811937507,2
484,31,22.50877192982456,1,111,51.2,2918.4000000000005,340.7900000000002,0.4,-15.44,-0.2708771929824561,-14.44,0,13.491228070175438,0,65,25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,0.9995183511799441,2756.997763333494,2
485,32,33.5,0,154,61.09983870967742,3788.19,296.13,-18.67,-61.940000000000005,-0.9990322580645161,-18.67,0,16.725806451612904,0,120,35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,0.9999271133261787,3723.908551559144,4
489,32,33.77777777777778,1,368,72.87793650793651,4591.31,412.67,1.3800000000000001,-0.5,-0.007936507936507936,-0.5,0,17.174603174603174,0,121,55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,1.0000000000001137,4546.2971569144265,4
490,30,47.30909090909091,1,334,67.81581818181819,3729.8700000000003,413.88000000000005,1.1400000000000001,-195.75,-3.559090909090909,-21.98,0,21.509090909090908,1,92,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0.9962139439398128,2679.0132224434483,2
491,31,24.526315789473685,1,91,71.86894736842106,4096.530000000001,292.34000000000003,0.68,-3.59,-0.06298245614035088,-2,0,13.24561403508772,0,82,45-54,A,75-99K,Unknown,Single Female,2,None/Unknown,0.9998517281120649,3997.1021529280615,4
492,33,42.5,1,314,91.75750000000001,5872.4800000000005,422.53,1,-86.86,-1.3571875,-13.840000000000002,0,22.59375,0,150,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0.01995147113385364,58.73355191311876,2
493,31,32.885245901639344,1,238,72.50967213114754,4423.09,391.69000000000017,0.6900000000000001,-17.75,-0.29098360655737704,-4.55,0,22.459016393442624,0,128,55-64,U,50-74K,Unknown,Unknown,1,None/Unknown,0.9997191572672366,4260.084981741356,4
510,32,54.317460317460316,2,243,111.2709523809524,7010.070000000001,410.0100000000004,5,-35.09,-0.556984126984127,-6.79,0,38.142857142857146,0,200,35-44,A,250K+,Homeowner,2 Adults Kids,3,1,0.9993633518291756,6525.875174257451,1
513,32,64.72131147540983,1,249,196.70065573770498,11998.740000000003,1498.1700000000014,1.5,-116.2,-1.9049180327868853,-63,0,30.42622950819672,0,140,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9992123933919459,11013.66199732119,3
518,33,36.07936507936508,1,211,75.41666666666667,4751.25,337.65000000000003,1,-127.84,-2.029206349206349,-25.07,0,21.88888888888889,1,141,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9994212637256388,4447.288405373482,4
523,33,35.015625,1,235,73.13640625000001,4680.7300000000005,479.24000000000024,1,-42.269999999999996,-0.6604687499999999,-8.7,0,22.40625,0,113,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,0.9999234032695495,4599.608989203719,4
526,34,25.4,2,102,59.923692307692306,3895.04,240.94999999999996,3.38,-7.35,-0.11307692307692307,-3,0,16.76923076923077,0,69,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0.999553207113362,3691.9017876447656,4
527,27,29,1,140,73.0004081632653,3577.02,365.5200000000004,0.6900000000000001,-8.5,-0.17346938775510204,-7.5,0,19.775510204081634,0,103,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,0.9997304295565416,3448.976951832252,4
534,31,16.305084745762713,1,59,20.48033898305085,1208.3400000000001,63.010000000000005,0.34,-0.7000000000000001,-0.011864406779661017,-0.7000000000000001,0,7.47457627118644,0,30,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,0.9997637596390065,1168.879869186308,2
540,31,21.28846153846154,1,276,59.3073076923077,3083.9800000000005,573.0300000000004,1.09,-14.6,-0.28076923076923077,-8,0,17.173076923076923,0,189,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,0.9996514750475055,2950.8987183962713,2
542,32,18.724137931034484,1,117,35.14689655172414,2038.52,197.93999999999994,1,-3.1,-0.05344827586206897,-1,0,9.5,0,45,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,0.9905438276921728,1037.4777103468914,2
543,28,48.707317073170735,1,606,90.1429268292683,3695.8600000000006,564.4000000000001,0.59,-1.69,-0.04121951219512195,-1,0,29.78048780487805,0,402,35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,1,3659.6260784313704,4
546,29,33.98245614035088,1,371,48.93578947368422,2789.3400000000006,677.1800000000003,0.5,-19.38,-0.34,-12.5,0,6.824561403508772,0,59,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,0.0030693008130127483,27.429827411577037,2
548,32,31.847457627118644,1,177,69.77915254237288,4116.97,250.35000000000005,1.8800000000000001,-8.2,-0.13898305084745763,-2,0,17.694915254237287,0,112,35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0.9806586860852142,1389.3745729516595,2
553,33,49.53030303030303,1,227,106.56469696969697,7033.2699999999995,455.26000000000005,1,-11.68,-0.17696969696969697,-5,0,29.439393939393938,0,128,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1.0000000000001634,6964.316372662828,1
560,33,41.292307692307695,3,215,96.12061538461539,6247.84,433.8500000000003,5.67,-10.99,-0.16907692307692307,-4,0,24.2,0,115,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1.0000000000001386,6186.586666752381,4
567,29,28.150943396226417,1,132,56.556792452830194,2997.51,265.37000000000006,0.6900000000000001,-0.4,-0.007547169811320755,-0.4,0,13.39622641509434,0,61,19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,1.0000000000000213,2968.122647065148,2
569,32,33.721311475409834,1,440,107.99590163934428,6587.750000000001,929.5700000000003,1.5,-4.59,-0.07524590163934426,-2.49,0,25.049180327868854,0,253,35-44,A,250K+,Homeowner,2 Adults Kids,3,1,0.9999316602588489,6478.887665088378,1
574,34,47.95384615384615,1,253,89.77199999999999,5835.179999999999,814.2299999999996,-64.17,-491.78000000000003,-7.565846153846154,-93.41,0,25.953846153846154,0,190,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1.0000000000000142,5777.972352949382,4
575,34,90.4,1,709,167.38400000000001,10879.960000000001,683.1800000000004,1.5,-6.15,-0.09461538461538462,-2,0,46.86153846153846,0,211,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,1.000000000000024,10773.293725516023,3
576,33,24.390625,1,200,57.5075,3680.48,276.7300000000002,1.25,-2.5,-0.0390625,-1,0,14.15625,0,102,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,0.8023574251551888,175.5129874241284,2
578,32,19.789473684210527,1,105,51.65508771929825,2944.34,235.47000000000008,2.19,-6.35,-0.11140350877192982,-5,0,13.543859649122806,0,71,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,0.9991377975749433,2684.0541240911316,2
582,30,26.12280701754386,1,146,83.64438596491229,4767.7300000000005,560.4900000000002,1,-5,-0.08771929824561403,-2.5,0,16.280701754385966,0,129,45-54,A,125-149K,Homeowner,Unknown,3,1,0.9998400874150792,4646.681267736934,4
583,33,20.37704918032787,1,192,50.21868852459017,3063.34,366.91,0.8,0,0,0,0,8.852459016393443,0,42,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,0.9805262704568395,1029.1562357115577,2
586,34,34.96969696969697,1,296,80.2780303030303,5298.35,499.5500000000002,1.79,-13.55,-0.2053030303030303,-8,0,23.772727272727273,0,250,19-24,A,35-49K,Renter,2 Adults Kids,3,1,1.0000000000000568,5246.405392186681,4
588,33,57.13636363636363,1,222,118.22348484848486,7802.750000000001,543.5300000000002,1.49,-65.73,-0.995909090909091,-11.99,0,32.68181818181818,0,153,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0.9999270211684591,7670.275675342085,1
593,28,10.23076923076923,1,54,15.90025641025641,620.11,76.97000000000001,0.6,0,0,0,0,4.358974358974359,0,36,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,0.9970677963818307,474.8073169319638,2
